x-axis,1,2,3
second,Volt,Ampere,Volt
+1.3200E-03,+4.4503900E+00,+139.1960E-03,+3.0427135E+00
+1.3300E-03,+4.4537732E+00,+131.1558E-03,-374.3720E-03
+1.3400E-03,+4.5221105E+00,+127.1357E-03,-374.3720E-03
+1.3500E-03,+4.4952658E+00,+125.7935E-03,-374.3720E-03
+1.3600E-03,+4.5221105E+00,+135.1759E-03,-374.3720E-03
+1.3700E-03,+4.5221105E+00,+127.1357E-03,-209.9867E-03
+1.3800E-03,+4.5221105E+00,+123.1156E-03,-374.3720E-03
+1.3900E-03,+4.5221105E+00,+119.0955E-03,-234.0208E-03
+1.4000E-03,+4.5221105E+00,+115.0754E-03,+3.0427135E+00
+1.4100E-03,+4.5393416E+00,+127.1357E-03,+3.0427135E+00
+1.4200E-03,+4.6025125E+00,+119.0955E-03,-374.3720E-03
+1.4300E-03,+4.6025125E+00,+116.1593E-03,-374.3720E-03
+1.4400E-03,+4.6025125E+00,+111.0553E-03,-374.3720E-03
+1.4500E-03,+4.6631003E+00,+107.0352E-03,-374.3720E-03
+1.4600E-03,+4.6025125E+00,+119.0955E-03,-274.7682E-03
+1.4700E-03,+4.6025125E+00,+118.1407E-03,-326.6339E-03
+1.4800E-03,+4.6829145E+00,+111.0553E-03,-374.3720E-03
+1.4900E-03,+4.6829145E+00,+105.9153E-03,+3.0427135E+00
+1.5000E-03,+4.6456562E+00,+103.0151E-03,+3.0427135E+00
+1.5100E-03,+4.6829145E+00,+115.0754E-03,+3.0427135E+00
+1.5200E-03,+4.6829145E+00,+107.2469E-03,-374.3720E-03
+1.5300E-03,+4.7078950E+00,+103.0151E-03,-374.3720E-03
+1.5400E-03,+4.6829145E+00,+98.9950E-03,-374.3720E-03
+1.5500E-03,+4.7493876E+00,+98.2985E-03,-374.3720E-03
+1.5600E-03,+4.6897319E+00,+111.0553E-03,-374.3720E-03
+1.5700E-03,+4.7104782E+00,+107.0352E-03,-374.3720E-03
+1.5800E-03,+4.7150066E+00,+100.5996E-03,-374.3720E-03
+1.5900E-03,+4.7633165E+00,+94.9749E-03,-374.3720E-03
+1.6000E-03,+4.7633165E+00,+91.4248E-03,+3.0427135E+00
+1.6100E-03,+4.7633165E+00,+103.0151E-03,+3.0427135E+00
+1.6200E-03,+4.8142097E+00,+103.0151E-03,+3.0427135E+00
+1.6300E-03,+4.7633165E+00,+94.9749E-03,-374.3720E-03
+1.6400E-03,+4.7753002E+00,+86.9347E-03,-374.3720E-03
+1.6500E-03,+4.7960465E+00,+86.9347E-03,-374.3720E-03
+1.6600E-03,+4.8167928E+00,+94.9749E-03,-374.3720E-03
+1.6700E-03,+4.8437185E+00,+94.9749E-03,-374.3720E-03
+1.6800E-03,+4.8437185E+00,+91.6831E-03,-374.3720E-03
+1.6900E-03,+4.8437185E+00,+86.9347E-03,+3.0427135E+00
+1.7000E-03,+4.8437185E+00,+82.9146E-03,+2.9818570E+00
